H011	Health Professions	Y
H012	Health Promotion	Y
H014	Health Science	Y
H015	Health Service Admin	Y
H016	Health Tech/EMT	Y
H017	Health/Comm Wellness	Y
H019	Hearing and Speech	Y
H020	Hearing Impaired	Y
H021	HEED	Y
H023	History & Political Science	Y
H024	History Educ	Y
H025	History/Government	Y
H027	History/Pre-Law	Y
H028	HKR	Y
H029	HM Serv Spec/Rec Mgmt 	Y
H031	Home Ec Vocational	Y
H032	Home Ec/Fashion Merch	Y
H033	Home Ec/Human Dev	Y
H034	Home Economics	Y
H036	Horticulture	Y
H037	Horticulture/Landscape	Y
H038	Hospitality Admin	Y
H040	Housing and Merchand	Y
H041	Housing Design	Y
H042	Housing/Interior Design	Y
H044	HPE & Recreation	Y
H045	HPE Exceptional Child	Y
H046	HPE/Athletic Coaching	Y
H047	HRAD	Y
H049	Human Environ Sci	Y
H050	Human Learning	Y
H051	Human Nutrition	Y
H052	Human Perf	Y
S008	School Administration	Y
S009	School Counseling	Y
S010	School Counseling/Elem	Y
S011	School Counseling/Second	Y
S012	School Psychology	Y
S013	Science	Y
S014	Science Education	Y
S015	Science Engineering	Y
S016	Sec School Admin	Y
S017	Secondary Arts	Y
S018	Secondary Educ	Y
S019	Secondary Educ/Business	Y
S020	Secondary Educ/English	Y
S021	Secondary Educ/Geology	Y
S022	Secondary Educ/Math	Y
S023	Secondary Educ/Music	Y
S024	Secondary Educ/PE	Y
S025	Secondary Educ/Science	Y
S026	Secondary Educ/Soc Stud	Y
S027	Secondary Education	Y
S028	Secondary Principal	Y
S029	Secretarial	Y
S030	SEED SEMA	Y
S031	Self-Designed Major	Y
S032	Shoe, Boot and Saddle	Y
S033	Small Business Mgmt	Y
S034	Social Ecology	Y
S035	Social Psychology	Y
S036	Social Sci/Economoics	Y
S037	Social Sci/History	Y
S038	Social Sci/History, Pol Sci	Y
S039	Social Sci/Human Dev	Y
S040	Social Sci/Pre-Social Work	Y
S041	Social Sci/Psych	Y
S042	Social Sci/Psych&Soc	Y
S043	Social Sci/Sociology	Y
S044	Social Science	Y
S045	Social Science Educ	Y
S046	Social Services	Y
S047	Social Studies	Y
S048	Social Studies Educ	Y
S049	Social Studies/History	Y
S050	Social Welfare	Y
S051	Social Work	Y
S052	Social Work & Agri-business	Y
S053	Sociology	Y
S054	Sociology & Human Serv	Y
S055	Sociology & Phys Ed/Rec	Y
S056	Sociology Education	Y
S057	Sociology/Anthropology	Y
S058	Sociology/Chemical Depen	Y
S059	Sociology/Criminology	Y
S060	Sociology/CRJ	Y
S061	Sociology/Pre-Social Work	Y
S062	Sociology/Psychology	Y
S063	Sociology/Social Work	Y
S064	Soil and Water Sci	Y
S065	Sociology/CRJ	Y
S066	Southwest Studies	Y
S067	SP Dist	Y
S068	Spanish	Y
S069	Spanish & Polical Sci	Y
S080	Spanish Education	Y
S081	SPCH/DR/DBT-SEC TCH	Y
S082	SPDR	Y
